		Sample ID	Filename	File Size	Release	Haplotype	AWS FASTA	Biosample Accession	Family ID	FASTA MD5	FASTA SHA-256	Population Abbreviation	Population Descriptor
		NA18971	NA18971_hap1_hprc_r2_v1.0.1.fa.gz	868146365	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18971/assemblies/freeze_2/NA18971_hap1_hprc_r2_v1.0.1.fa.gz	SAMN33621961	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18971/assemblies/freeze_2/NA18971_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18974	NA18974_hap2_hprc_r2_v1.0.1.fa.gz	901675215	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18974/assemblies/freeze_2/NA18974_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021620	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18974/assemblies/freeze_2/NA18974_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18974	NA18974_hap1_hprc_r2_v1.0.1.fa.gz	871276218	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18974/assemblies/freeze_2/NA18974_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021620	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18974/assemblies/freeze_2/NA18974_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18976	NA18976_hap2_hprc_r2_v1.0.1.fa.gz	903698672	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18976/assemblies/freeze_2/NA18976_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021622	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18976/assemblies/freeze_2/NA18976_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18976	NA18976_hap1_hprc_r2_v1.0.1.fa.gz	900143134	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18976/assemblies/freeze_2/NA18976_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021622	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18976/assemblies/freeze_2/NA18976_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18982	NA18982_hap2_hprc_r2_v1.0.1.fa.gz	898812722	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18982/assemblies/freeze_2/NA18982_hap2_hprc_r2_v1.0.1.fa.gz	SAMN44671137	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18982/assemblies/freeze_2/NA18982_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18982	NA18982_hap1_hprc_r2_v1.0.1.fa.gz	870621222	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18982/assemblies/freeze_2/NA18982_hap1_hprc_r2_v1.0.1.fa.gz	SAMN44671137	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18982/assemblies/freeze_2/NA18982_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18983	NA18983_hap2_hprc_r2_v1.0.1.fa.gz	902277605	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18983/assemblies/freeze_2/NA18983_hap2_hprc_r2_v1.0.1.fa.gz	SAMN33758798	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18983/assemblies/freeze_2/NA18983_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18983	NA18983_hap1_hprc_r2_v1.0.1.fa.gz	867325996	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18983/assemblies/freeze_2/NA18983_hap1_hprc_r2_v1.0.1.fa.gz	SAMN33758798	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18983/assemblies/freeze_2/NA18983_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA19036	NA19036_hap2_hprc_r2_v1.0.1.fa.gz	901879481	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19036/assemblies/freeze_2/NA19036_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021642	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19036/assemblies/freeze_2/NA19036_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	LWK	Luhya in Webuye, Kenya
		NA19036	NA19036_hap1_hprc_r2_v1.0.1.fa.gz	903945587	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19036/assemblies/freeze_2/NA19036_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021642	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19036/assemblies/freeze_2/NA19036_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	LWK	Luhya in Webuye, Kenya
		NA19043	NA19043_hap2_hprc_r2_v1.0.1.fa.gz	900415616	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19043/assemblies/freeze_2/NA19043_hap2_hprc_r2_v1.0.1.fa.gz	SAMN33758799	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19043/assemblies/freeze_2/NA19043_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	LWK	Luhya in Webuye, Kenya
		NA19043	NA19043_hap1_hprc_r2_v1.0.1.fa.gz	865953467	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19043/assemblies/freeze_2/NA19043_hap1_hprc_r2_v1.0.1.fa.gz	SAMN33758799	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19043/assemblies/freeze_2/NA19043_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	LWK	Luhya in Webuye, Kenya
		NA19087	NA19087_hap2_hprc_r2_v1.0.1.fa.gz	901417883	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19087/assemblies/freeze_2/NA19087_hap2_hprc_r2_v1.0.1.fa.gz	SAMN37797087	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19087/assemblies/freeze_2/NA19087_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA19087	NA19087_hap1_hprc_r2_v1.0.1.fa.gz	905108933	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19087/assemblies/freeze_2/NA19087_hap1_hprc_r2_v1.0.1.fa.gz	SAMN37797087	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19087/assemblies/freeze_2/NA19087_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA19159	NA19159_hap2_hprc_r2_v1.0.1.fa.gz	900036428	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19159/assemblies/freeze_2/NA19159_hap2_hprc_r2_v1.0.1.fa.gz	SAMN37797089	Y056	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19159/assemblies/freeze_2/NA19159_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	YRI	Yoruba in Ibadan, Nigeria
		NA19159	NA19159_hap1_hprc_r2_v1.0.1.fa.gz	905166614	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19159/assemblies/freeze_2/NA19159_hap1_hprc_r2_v1.0.1.fa.gz	SAMN37797089	Y056	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19159/assemblies/freeze_2/NA19159_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	YRI	Yoruba in Ibadan, Nigeria
		NA19185	NA19185_hap2_hprc_r2_v1.0.1.fa.gz	903334824	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19185/assemblies/freeze_2/NA19185_hap2_hprc_r2_v1.0.1.fa.gz	SAMN37797090	Y039	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19185/assemblies/freeze_2/NA19185_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	YRI	Yoruba in Ibadan, Nigeria
		NA19185	NA19185_hap1_hprc_r2_v1.0.1.fa.gz	902870713	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19185/assemblies/freeze_2/NA19185_hap1_hprc_r2_v1.0.1.fa.gz	SAMN37797090	Y039	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19185/assemblies/freeze_2/NA19185_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	YRI	Yoruba in Ibadan, Nigeria
		NA19240	NA19240.maternal.f1_assembly_v2_genbank.fa.gz	876664466	1	maternal	s3://human-pangenomics/working/HPRC_PLUS/NA19240/assemblies/year1_f1_assembly_v2_genbank/NA19240.maternal.f1_assembly_v2_genbank.fa.gz	SAMN03838746	Unspecified	N/A	dc5e5c02889f12b1e435f8d8ba2d8615202e3ec049c5aff65976d2fa2771be10	YRI	Yoruba in Ibadan, Nigeria
		NA19240	NA19240_mat_hprc_r2_v1.0.1.fa.gz	900744852	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19240/assemblies/freeze_2/NA19240_mat_hprc_r2_v1.0.1.fa.gz	SAMN03838746	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19240/assemblies/freeze_2/NA19240_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	YRI	Yoruba in Ibadan, Nigeria
		NA19240	NA19240.paternal.f1_assembly_v2_genbank.fa.gz	877287652	1	paternal	s3://human-pangenomics/working/HPRC_PLUS/NA19240/assemblies/year1_f1_assembly_v2_genbank/NA19240.paternal.f1_assembly_v2_genbank.fa.gz	SAMN03838746	Unspecified	N/A	237410a658b58c03286ed6c9915c2f9e86fac6126240cbcd700a1615f1d0c932	YRI	Yoruba in Ibadan, Nigeria
		NA19240	NA19240_pat_hprc_r2_v1.0.1.fa.gz	903483447	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19240/assemblies/freeze_2/NA19240_pat_hprc_r2_v1.0.1.fa.gz	SAMN03838746	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19240/assemblies/freeze_2/NA19240_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	YRI	Yoruba in Ibadan, Nigeria
		NA19338	NA19338_hap2_hprc_r2_v1.0.1.fa.gz	903675548	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19338/assemblies/freeze_2/NA19338_hap2_hprc_r2_v1.0.1.fa.gz	SAMN37797091	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19338/assemblies/freeze_2/NA19338_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	LWK	Luhya in Webuye, Kenya
		NA19338	NA19338_hap1_hprc_r2_v1.0.1.fa.gz	902969814	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19338/assemblies/freeze_2/NA19338_hap1_hprc_r2_v1.0.1.fa.gz	SAMN37797091	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19338/assemblies/freeze_2/NA19338_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	LWK	Luhya in Webuye, Kenya
		NA19391	NA19391_hap2_hprc_r2_v1.0.1.fa.gz	901538373	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19391/assemblies/freeze_2/NA19391_hap2_hprc_r2_v1.0.1.fa.gz	SAMN37797092	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19391/assemblies/freeze_2/NA19391_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	LWK	Luhya in Webuye, Kenya
		NA19391	NA19391_hap1_hprc_r2_v1.0.1.fa.gz	905018761	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19391/assemblies/freeze_2/NA19391_hap1_hprc_r2_v1.0.1.fa.gz	SAMN37797092	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19391/assemblies/freeze_2/NA19391_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	LWK	Luhya in Webuye, Kenya
		NA19443	NA19443_hap2_hprc_r2_v1.0.1.fa.gz	901455919	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19443/assemblies/freeze_2/NA19443_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021640	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19443/assemblies/freeze_2/NA19443_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	LWK	Luhya in Webuye, Kenya
		NA19443	NA19443_hap1_hprc_r2_v1.0.1.fa.gz	872191316	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19443/assemblies/freeze_2/NA19443_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021640	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19443/assemblies/freeze_2/NA19443_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	LWK	Luhya in Webuye, Kenya
		NA19468	NA19468_hap2_hprc_r2_v1.0.1.fa.gz	905839443	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19468/assemblies/freeze_2/NA19468_hap2_hprc_r2_v1.0.1.fa.gz	SAMN37797093	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19468/assemblies/freeze_2/NA19468_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	LWK	Luhya in Webuye, Kenya
		NA19468	NA19468_hap1_hprc_r2_v1.0.1.fa.gz	901418356	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19468/assemblies/freeze_2/NA19468_hap1_hprc_r2_v1.0.1.fa.gz	SAMN37797093	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19468/assemblies/freeze_2/NA19468_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	LWK	Luhya in Webuye, Kenya
		NA19682	NA19682_hap2_hprc_r2_v1.0.1.fa.gz	902434457	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19682/assemblies/freeze_2/NA19682_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021611	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19682/assemblies/freeze_2/NA19682_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	MXL	Mexican Ancestry in Los Angeles, California, USA
		NA19682	NA19682_hap1_hprc_r2_v1.0.1.fa.gz	864967167	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19682/assemblies/freeze_2/NA19682_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021611	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19682/assemblies/freeze_2/NA19682_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	MXL	Mexican Ancestry in Los Angeles, California, USA
		NA19700	NA19700_hap2_hprc_r2_v1.0.1.fa.gz	899857872	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19700/assemblies/freeze_2/NA19700_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021612	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19700/assemblies/freeze_2/NA19700_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	ASW	African Ancestry in Southwest USA
		NA19700	NA19700_hap1_hprc_r2_v1.0.1.fa.gz	869461886	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19700/assemblies/freeze_2/NA19700_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021612	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19700/assemblies/freeze_2/NA19700_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	ASW	African Ancestry in Southwest USA
		NA19776	NA19776_hap2_hprc_r2_v1.0.1.fa.gz	902812667	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19776/assemblies/freeze_2/NA19776_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021610	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19776/assemblies/freeze_2/NA19776_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	MXL	Mexican Ancestry in Los Angeles, California, USA
		NA19776	NA19776_hap1_hprc_r2_v1.0.1.fa.gz	902623236	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19776/assemblies/freeze_2/NA19776_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021610	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19776/assemblies/freeze_2/NA19776_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	MXL	Mexican Ancestry in Los Angeles, California, USA
		NA19835	NA19835_hap2_hprc_r2_v1.0.1.fa.gz	902568052	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19835/assemblies/freeze_2/NA19835_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021665	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19835/assemblies/freeze_2/NA19835_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	ASW	African Ancestry in Southwest USA
		NA19835	NA19835_hap1_hprc_r2_v1.0.1.fa.gz	901309940	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19835/assemblies/freeze_2/NA19835_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021665	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19835/assemblies/freeze_2/NA19835_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	ASW	African Ancestry in Southwest USA
		NA19909	NA19909_hap2_hprc_r2_v1.0.1.fa.gz	902133672	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19909/assemblies/freeze_2/NA19909_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021607	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19909/assemblies/freeze_2/NA19909_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	ASW	African Ancestry in Southwest USA
		NA19909	NA19909_hap1_hprc_r2_v1.0.1.fa.gz	902989446	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19909/assemblies/freeze_2/NA19909_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021607	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19909/assemblies/freeze_2/NA19909_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	ASW	African Ancestry in Southwest USA
		NA20129	NA20129.maternal.f1_assembly_v2_genbank.fa.gz	877450331	1	maternal	s3://human-pangenomics/working/HPRC_PLUS/NA20129/assemblies/year1_f1_assembly_v2_genbank/NA20129.maternal.f1_assembly_v2_genbank.fa.gz	SAMN13207712	Unspecified	N/A	55f0bdbf8cee4fcabd1cb17d87171ec00b991d09f4ad290313c584dd2b825231	ASW	African Ancestry in Southwest USA
		NA20129	NA20129_mat_hprc_r2_v1.0.1.fa.gz	904275346	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20129/assemblies/freeze_2/NA20129_mat_hprc_r2_v1.0.1.fa.gz	SAMN13207712	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20129/assemblies/freeze_2/NA20129_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	ASW	African Ancestry in Southwest USA
		NA20129	NA20129.paternal.f1_assembly_v2_genbank.fa.gz	875111661	1	paternal	s3://human-pangenomics/working/HPRC_PLUS/NA20129/assemblies/year1_f1_assembly_v2_genbank/NA20129.paternal.f1_assembly_v2_genbank.fa.gz	SAMN13207712	Unspecified	N/A	f65fc08dfd2576b62bab9578e03b5a9c06df32cb9ccba0e3f490d933cd4eab78	ASW	African Ancestry in Southwest USA
		NA20129	NA20129_pat_hprc_r2_v1.0.1.fa.gz	901424350	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20129/assemblies/freeze_2/NA20129_pat_hprc_r2_v1.0.1.fa.gz	SAMN13207712	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20129/assemblies/freeze_2/NA20129_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	ASW	African Ancestry in Southwest USA
		NA20282	NA20282_hap2_hprc_r2_v1.0.1.fa.gz	899085640	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20282/assemblies/freeze_2/NA20282_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021608	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20282/assemblies/freeze_2/NA20282_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	ASW	African Ancestry in Southwest USA
		NA20282	NA20282_hap1_hprc_r2_v1.0.1.fa.gz	903317983	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20282/assemblies/freeze_2/NA20282_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021608	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20282/assemblies/freeze_2/NA20282_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	ASW	African Ancestry in Southwest USA
		NA20346	NA20346_hap2_hprc_r2_v1.0.1.fa.gz	904445359	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20346/assemblies/freeze_2/NA20346_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021609	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20346/assemblies/freeze_2/NA20346_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	ASW	African Ancestry in Southwest USA
		NA20346	NA20346_hap1_hprc_r2_v1.0.1.fa.gz	870449546	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20346/assemblies/freeze_2/NA20346_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021609	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20346/assemblies/freeze_2/NA20346_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	ASW	African Ancestry in Southwest USA
